entity_type,canonical_label,ontology,code,ontology_label
Exam,gonioscopy,MeSH,D006068,Gonioscopy
Exam,gynecological examination,MeSH,D058869,Gynecological Examination
Exam,hiv testing,MeSH,D000082922,HIV Testing
Exam,hair analysis,MeSH,D000081205,Hair Analysis
Exam,hand strength,MeSH,D018737,Hand Strength
Exam,hand-assisted laparoscopy,MeSH,D058733,Hand-Assisted Laparoscopy
Exam,head impulse test,MeSH,D064087,Head Impulse Test
Exam,hearing tests,MeSH,D006320,Hearing Tests
Exam,heart auscultation,MeSH,D006326,Heart Auscultation
Exam,heart function tests,MeSH,D006334,Heart Function Tests
Exam,heart rate,MeSH,D006339,Heart Rate
Exam,heart rate determination,MeSH,D000070276,Heart Rate Determination
Exam,hemadsorption inhibition tests,MeSH,D006383,Hemadsorption Inhibition Tests
Exam,hemagglutination inhibition tests,MeSH,D006385,Hemagglutination Inhibition Tests
Exam,hemagglutination tests,MeSH,D006386,Hemagglutination Tests
Exam,hematocrit,MeSH,D006400,Hematocrit
Exam,hematologic tests,MeSH,D006403,Hematologic Tests
Exam,hemodynamic monitoring,MeSH,D000074743,Hemodynamic Monitoring
Exam,hemoglobinometry,MeSH,D006452,Hemoglobinometry
Exam,hemolytic plaque technique,MeSH,D006462,Hemolytic Plaque Technique
Exam,histocompatibility testing,MeSH,D006650,Histocompatibility Testing
Exam,histocytochemistry,MeSH,D006651,Histocytochemistry
Exam,histocytological preparation techniques,MeSH,D016591,Histocytological Preparation Techniques
Exam,histological techniques,MeSH,D006652,Histological Techniques
Exam,holography,MeSH,D006696,Holography
Exam,human papillomavirus dna tests,MeSH,D061809,Human Papillomavirus DNA Tests
Exam,hysterosalpingography,MeSH,D007047,Hysterosalpingography
Exam,hysteroscopy,MeSH,D015907,Hysteroscopy
Exam,ideal body weight,MeSH,D056865,Ideal Body Weight
Exam,image cytometry,MeSH,D019044,Image Cytometry
Exam,image enhancement,MeSH,D007089,Image Enhancement
Exam,"image interpretation, computer-assisted",MeSH,D007090,"Image Interpretation, Computer-Assisted"
Exam,image-guided biopsy,MeSH,D061705,Image-Guided Biopsy
Exam,"imaging, three-dimensional",MeSH,D021621,"Imaging, Three-Dimensional"
Exam,immune adherence reaction,MeSH,D007104,Immune Adherence Reaction
Exam,immunodiffusion,MeSH,D005779,Immunodiffusion
Exam,immunoelectrophoresis,MeSH,D007122,Immunoelectrophoresis
Exam,"immunoelectrophoresis, two-dimensional",MeSH,D007123,"Immunoelectrophoresis, Two-Dimensional"
Exam,immunohistochemistry,MeSH,D007150,Immunohistochemistry
Exam,immunologic tests,MeSH,D007159,Immunologic Tests
Exam,immunophenotyping,MeSH,D016130,Immunophenotyping
Exam,in situ hybridization,MeSH,D017403,In Situ Hybridization
Exam,"in situ hybridization, fluorescence",MeSH,D017404,"In Situ Hybridization, Fluorescence"
Exam,incidental findings,MeSH,D033162,Incidental Findings
Exam,inspiratory capacity,MeSH,D007320,Inspiratory Capacity
Exam,inspiratory reserve volume,MeSH,D007321,Inspiratory Reserve Volume
Exam,insufflation,MeSH,D007327,Insufflation
Exam,interferon-gamma release tests,MeSH,D059425,Interferon-gamma Release Tests
Exam,international normalized ratio,MeSH,D019934,International Normalized Ratio
Exam,intradermal tests,MeSH,D007428,Intradermal Tests
Exam,intraoperative neurophysiological monitoring,MeSH,D064795,Intraoperative Neurophysiological Monitoring
Exam,intravital microscopy,MeSH,D000069416,Intravital Microscopy
Exam,karyometry,MeSH,D007620,Karyometry
Exam,karyotyping,MeSH,D007621,Karyotyping
Exam,kidney function tests,MeSH,D007677,Kidney Function Tests
Exam,kinanthropometry,MeSH,D000070496,Kinanthropometry
Exam,kinetocardiography,MeSH,D007702,Kinetocardiography
Exam,kveim test,MeSH,D007731,Kveim Test
Exam,kymography,MeSH,D007734,Kymography
Exam,laboratory critical values,MeSH,D000071117,Laboratory Critical Values
Exam,lactose tolerance test,MeSH,D007789,Lactose Tolerance Test
Exam,laparoscopy,MeSH,D010535,Laparoscopy
Exam,laryngoscopy,MeSH,D007828,Laryngoscopy
Exam,laser capture microdissection,MeSH,D061346,Laser Capture Microdissection
Exam,laser scanning cytometry,MeSH,D047569,Laser Scanning Cytometry
Exam,laser speckle contrast imaging,MeSH,D000081982,Laser Speckle Contrast Imaging
Exam,laser-doppler flowmetry,MeSH,D017078,Laser-Doppler Flowmetry
Exam,latex fixation tests,MeSH,D007841,Latex Fixation Tests
Exam,leukocyte adherence inhibition test,MeSH,D007957,Leukocyte Adherence Inhibition Test
Exam,leukocyte count,MeSH,D007958,Leukocyte Count
Exam,limulus test,MeSH,D008033,Limulus Test
Exam,lipid accumulation product,MeSH,D064237,Lipid Accumulation Product
Exam,liquid biopsy,MeSH,D000073890,Liquid Biopsy
Exam,liver function tests,MeSH,D008111,Liver Function Tests
Exam,local field potential measurement,MeSH,D000094382,Local Field Potential Measurement
Exam,local lymph node assay,MeSH,D023441,Local Lymph Node Assay
Exam,lung compliance,MeSH,D008170,Lung Compliance
Exam,lung volume measurements,MeSH,D008176,Lung Volume Measurements
Exam,lymph node ratio,MeSH,D000080945,Lymph Node Ratio
Exam,lymphocyte activation,MeSH,D008213,Lymphocyte Activation
Exam,lymphocyte count,MeSH,D018655,Lymphocyte Count
Exam,"lymphocyte culture test, mixed",MeSH,D007959,"Lymphocyte Culture Test, Mixed"
Exam,lymphography,MeSH,D008220,Lymphography
Exam,lymphoscintigraphy,MeSH,D061305,Lymphoscintigraphy
Exam,magnetic particle imaging,MeSH,D000099164,Magnetic Particle Imaging
Exam,magnetic resonance angiography,MeSH,D018810,Magnetic Resonance Angiography
Exam,magnetic resonance imaging,MeSH,D008279,Magnetic Resonance Imaging
Exam,"magnetic resonance imaging, cine",MeSH,D019028,"Magnetic Resonance Imaging, Cine"
Exam,magnetic resonance myelography,MeSH,D000095497,Magnetic Resonance Myelography
Exam,magnetocardiography,MeSH,D053798,Magnetocardiography
Exam,magnetoencephalography,MeSH,D015225,Magnetoencephalography
Exam,mammography,MeSH,D008327,Mammography
Exam,mass chest x-ray,MeSH,D008400,Mass Chest X-Ray
Exam,mass screening,MeSH,D008403,Mass Screening
Exam,maternal serum screening tests,MeSH,D062145,Maternal Serum Screening Tests
Exam,maximal expiratory flow rate,MeSH,D008448,Maximal Expiratory Flow Rate
Exam,maximal expiratory flow-volume curves,MeSH,D008449,Maximal Expiratory Flow-Volume Curves
Exam,maximal midexpiratory flow rate,MeSH,D008450,Maximal Midexpiratory Flow Rate
Exam,maximal respiratory pressures,MeSH,D000072277,Maximal Respiratory Pressures
Exam,maximal voluntary ventilation,MeSH,D008451,Maximal Voluntary Ventilation
Exam,mean platelet volume,MeSH,D063847,Mean Platelet Volume
Exam,mediastinoscopy,MeSH,D008481,Mediastinoscopy
Exam,medical futility,MeSH,D018447,Medical Futility
Exam,medical history taking,MeSH,D008487,Medical History Taking
Exam,metabolic clearance rate,MeSH,D008657,Metabolic Clearance Rate
Exam,metabolic equivalent,MeSH,D055686,Metabolic Equivalent
Exam,metabolic flux analysis,MeSH,D064688,Metabolic Flux Analysis
Exam,microbial sensitivity tests,MeSH,D008826,Microbial Sensitivity Tests
Exam,microbiological techniques,MeSH,D008828,Microbiological Techniques
Exam,microdissection,MeSH,D042282,Microdissection
Exam,microphysiological systems,MeSH,D000094182,Microphysiological Systems
Exam,microradiography,MeSH,D008852,Microradiography
Exam,microscopic angioscopy,MeSH,D020678,Microscopic Angioscopy
Exam,microscopy,MeSH,D008853,Microscopy
Exam,"microscopy, acoustic",MeSH,D033401,"Microscopy, Acoustic"
Exam,"microscopy, atomic force",MeSH,D018625,"Microscopy, Atomic Force"
Exam,"microscopy, confocal",MeSH,D018613,"Microscopy, Confocal"
Exam,"microscopy, electrochemical, scanning",MeSH,D064347,"Microscopy, Electrochemical, Scanning"
Exam,"microscopy, electron",MeSH,D008854,"Microscopy, Electron"
Exam,"microscopy, electron, scanning",MeSH,D008855,"Microscopy, Electron, Scanning"
Exam,"microscopy, electron, scanning transmission",MeSH,D017348,"Microscopy, Electron, Scanning Transmission"
Exam,"microscopy, electron, transmission",MeSH,D046529,"Microscopy, Electron, Transmission"
Exam,"microscopy, energy-filtering transmission electron",MeSH,D046032,"Microscopy, Energy-Filtering Transmission Electron"
Exam,"microscopy, fluorescence",MeSH,D008856,"Microscopy, Fluorescence"
Exam,"microscopy, fluorescence, multiphoton",MeSH,D036641,"Microscopy, Fluorescence, Multiphoton"
Exam,"microscopy, immunoelectron",MeSH,D016253,"Microscopy, Immunoelectron"
Exam,"microscopy, interference",MeSH,D008857,"Microscopy, Interference"
Exam,"microscopy, phase-contrast",MeSH,D008858,"Microscopy, Phase-Contrast"
Exam,"microscopy, polarization",MeSH,D008859,"Microscopy, Polarization"
Exam,"microscopy, scanning probe",MeSH,D020527,"Microscopy, Scanning Probe"
Exam,"microscopy, scanning tunneling",MeSH,D016252,"Microscopy, Scanning Tunneling"
Exam,"microscopy, ultraviolet",MeSH,D008860,"Microscopy, Ultraviolet"
Exam,"microscopy, video",MeSH,D018715,"Microscopy, Video"
Exam,microtomy,MeSH,D008867,Microtomy
Exam,microwave imaging,MeSH,D000080925,Microwave Imaging
Exam,mitotic index,MeSH,D008940,Mitotic Index
Exam,moire topography,MeSH,D015903,Moire Topography
Exam,molecular diagnostic techniques,MeSH,D025202,Molecular Diagnostic Techniques
Exam,molecular imaging,MeSH,D057054,Molecular Imaging
Exam,molecular typing,MeSH,D058889,Molecular Typing
Exam,"monitoring, ambulatory",MeSH,D018670,"Monitoring, Ambulatory"
Exam,"monitoring, immunologic",MeSH,D015166,"Monitoring, Immunologic"
Exam,"monitoring, intraoperative",MeSH,D016343,"Monitoring, Intraoperative"
Exam,"monitoring, physiologic",MeSH,D008991,"Monitoring, Physiologic"
Exam,motion capture,MeSH,D000092682,Motion Capture
Exam,mucociliary clearance,MeSH,D009079,Mucociliary Clearance
Exam,multidetector computed tomography,MeSH,D061330,Multidetector Computed Tomography
Exam,multilocus sequence typing,MeSH,D058885,Multilocus Sequence Typing
Exam,multimodal imaging,MeSH,D064847,Multimodal Imaging
Exam,multiparametric magnetic resonance imaging,MeSH,D000081364,Multiparametric Magnetic Resonance Imaging
Exam,multiphasic screening,MeSH,D009098,Multiphasic Screening
Exam,muscle strength,MeSH,D053580,Muscle Strength
Exam,mycological typing techniques,MeSH,D016533,Mycological Typing Techniques
Exam,myelography,MeSH,D009192,Myelography
Exam,myocardial perfusion imaging,MeSH,D055414,Myocardial Perfusion Imaging
Exam,myography,MeSH,D009213,Myography
Exam,narrow band imaging,MeSH,D062048,Narrow Band Imaging
Exam,nasal provocation tests,MeSH,D009299,Nasal Provocation Tests
Exam,natural orifice endoscopic surgery,MeSH,D057605,Natural Orifice Endoscopic Surgery
Exam,negative staining,MeSH,D016624,Negative Staining
Exam,neonatal screening,MeSH,D015997,Neonatal Screening
Exam,neoplasm grading,MeSH,D060787,Neoplasm Grading
Exam,neoplasm staging,MeSH,D009367,Neoplasm Staging
Exam,"nephrostomy, percutaneous",MeSH,D009403,"Nephrostomy, Percutaneous"
Exam,nerve conduction studies,MeSH,D000092184,Nerve Conduction Studies
Exam,neuroanatomical tract-tracing techniques,MeSH,D056347,Neuroanatomical Tract-Tracing Techniques
Exam,neuroendoscopy,MeSH,D044583,Neuroendoscopy
Exam,neuroimaging,MeSH,D059906,Neuroimaging
Exam,neurologic examination,MeSH,D009460,Neurologic Examination
Exam,neuromuscular monitoring,MeSH,D061886,Neuromuscular Monitoring
Exam,neurophysiological monitoring,MeSH,D064926,Neurophysiological Monitoring
Exam,neuroradiography,MeSH,D009485,Neuroradiography
Exam,neutralization tests,MeSH,D009500,Neutralization Tests
Exam,nomograms,MeSH,D049451,Nomograms
Exam,noninvasive prenatal testing,MeSH,D000081182,Noninvasive Prenatal Testing
Exam,nonlinear optical microscopy,MeSH,D000073758,Nonlinear Optical Microscopy
Exam,nuchal translucency measurement,MeSH,D048208,Nuchal Translucency Measurement
Exam,nuclear microscopy,MeSH,D062345,Nuclear Microscopy
Exam,observer variation,MeSH,D015588,Observer Variation
Exam,occult blood,MeSH,D009780,Occult Blood
Exam,odontometry,MeSH,D009811,Odontometry
Exam,olfactometry,MeSH,D064367,Olfactometry
Exam,ophthalmodynamometry,MeSH,D009884,Ophthalmodynamometry
Exam,ophthalmoscopy,MeSH,D009887,Ophthalmoscopy
Exam,optical imaging,MeSH,D061848,Optical Imaging
Exam,organ size,MeSH,D009929,Organ Size
Exam,osmotic fragility,MeSH,D009996,Osmotic Fragility
Exam,otoscopy,MeSH,D038781,Otoscopy
Exam,ovarian function tests,MeSH,D010050,Ovarian Function Tests
Exam,overdiagnosis,MeSH,D000088522,Overdiagnosis
Exam,overweight,MeSH,D050177,Overweight
Exam,ovulation detection,MeSH,D010061,Ovulation Detection
Exam,ovulation prediction,MeSH,D044384,Ovulation Prediction
Exam,oximetry,MeSH,D010092,Oximetry
Exam,pain measurement,MeSH,D010147,Pain Measurement
Exam,palpation,MeSH,D010173,Palpation
Exam,pancreatic function tests,MeSH,D010186,Pancreatic Function Tests
Exam,papanicolaou test,MeSH,D065006,Papanicolaou Test
Exam,paracentesis,MeSH,D019152,Paracentesis
Exam,paraffin embedding,MeSH,D016612,Paraffin Embedding
Exam,parasite egg count,MeSH,D010270,Parasite Egg Count
Exam,parasite load,MeSH,D059208,Parasite Load
Exam,parasitic sensitivity tests,MeSH,D021261,Parasitic Sensitivity Tests
Exam,partial thromboplastin time,MeSH,D010314,Partial Thromboplastin Time
Exam,passive cutaneous anaphylaxis,MeSH,D010323,Passive Cutaneous Anaphylaxis
Exam,patch tests,MeSH,D010328,Patch Tests
Exam,pathologic complete response,MeSH,D000095384,Pathologic Complete Response
Exam,peak expiratory flow rate,MeSH,D010366,Peak Expiratory Flow Rate
Exam,pelvimetry,MeSH,D010387,Pelvimetry
Exam,percussion,MeSH,D010474,Percussion
Exam,perfusion imaging,MeSH,D055420,Perfusion Imaging
Exam,perfusion index,MeSH,D000081282,Perfusion Index
Exam,perfusion magnetic resonance imaging,MeSH,D000098642,Perfusion Magnetic Resonance Imaging
Exam,pericardiocentesis,MeSH,D020519,Pericardiocentesis
Exam,periodic acid-schiff reaction,MeSH,D010503,Periodic Acid-Schiff Reaction
Exam,petrosal sinus sampling,MeSH,D017591,Petrosal Sinus Sampling
Exam,pharmacogenomic testing,MeSH,D000071185,Pharmacogenomic Testing
Exam,phlebography,MeSH,D010690,Phlebography
Exam,phlebotomy,MeSH,D018962,Phlebotomy
Exam,phonocardiography,MeSH,D010701,Phonocardiography
Exam,photoacoustic techniques,MeSH,D061088,Photoacoustic Techniques
Exam,photofluorography,MeSH,D010779,Photofluorography
Exam,photogrammetry,MeSH,D010780,Photogrammetry
Exam,photography,MeSH,D010781,Photography
Exam,"photography, dental",MeSH,D023861,"Photography, Dental"
Exam,photomicrography,MeSH,D010784,Photomicrography
Exam,photoplethysmography,MeSH,D017156,Photoplethysmography
Exam,"physical appearance, body",MeSH,D000067029,"Physical Appearance, Body"
Exam,physical examination,MeSH,D010808,Physical Examination
Exam,pigmentation,MeSH,D010858,Pigmentation
Exam,pinch strength,MeSH,D052581,Pinch Strength
Exam,pituitary function tests,MeSH,D010901,Pituitary Function Tests
Exam,pituitary-adrenal function tests,MeSH,D010912,Pituitary-Adrenal Function Tests
Exam,placental function tests,MeSH,D010925,Placental Function Tests
Exam,plastic embedding,MeSH,D016613,Plastic Embedding
Exam,platelet count,MeSH,D010976,Platelet Count
Exam,platelet function tests,MeSH,D010979,Platelet Function Tests
Exam,plethysmography,MeSH,D010991,Plethysmography
Exam,"plethysmography, impedance",MeSH,D010992,"Plethysmography, Impedance"
Exam,"plethysmography, whole body",MeSH,D010993,"Plethysmography, Whole Body"
Exam,pneumoencephalography,MeSH,D011011,Pneumoencephalography
Exam,"pneumomediastinum, diagnostic",MeSH,D011012,"Pneumomediastinum, Diagnostic"
Exam,"pneumoperitoneum, artificial",MeSH,D011028,"Pneumoperitoneum, Artificial"
Exam,pneumoradiography,MeSH,D011029,Pneumoradiography
Exam,polysomnography,MeSH,D017286,Polysomnography
Exam,pooled testing,MeSH,D000098302,Pooled Testing
Exam,portography,MeSH,D011172,Portography
Exam,positron emission tomography computed tomography,MeSH,D000072078,Positron Emission Tomography Computed Tomography
Exam,positron-emission tomography,MeSH,D049268,Positron-Emission Tomography
Exam,postmortem imaging,MeSH,D000097873,Postmortem Imaging
Exam,pre-analytical phase,MeSH,D000073623,Pre-Analytical Phase
Exam,precipitin tests,MeSH,D011233,Precipitin Tests
Exam,pregnancy outcome,MeSH,D011256,Pregnancy Outcome
Exam,pregnancy tests,MeSH,D011258,Pregnancy Tests
Exam,"pregnancy tests, immunologic",MeSH,D011259,"Pregnancy Tests, Immunologic"
Exam,preimplantation diagnosis,MeSH,D019836,Preimplantation Diagnosis
Exam,premarital examinations,MeSH,D011291,Premarital Examinations
Exam,prenatal diagnosis,MeSH,D011296,Prenatal Diagnosis
Exam,primary cell culture,MeSH,D061251,Primary Cell Culture
Exam,primed in situ labeling,MeSH,D020401,Primed In Situ Labeling
Exam,proctoscopy,MeSH,D011351,Proctoscopy
Exam,prodromal symptoms,MeSH,D062706,Prodromal Symptoms
Exam,prognosis,MeSH,D011379,Prognosis
Exam,progression-free survival,MeSH,D000077982,Progression-Free Survival
Exam,prothrombin time,MeSH,D011517,Prothrombin Time
Exam,prussian blue reaction,MeSH,D011540,Prussian Blue Reaction
Exam,psychoacoustics,MeSH,D011571,Psychoacoustics
Exam,psychophysics,MeSH,D011601,Psychophysics
Exam,pulmonary diffusing capacity,MeSH,D011653,Pulmonary Diffusing Capacity
Exam,pulmonary gas exchange,MeSH,D011659,Pulmonary Gas Exchange
Exam,pulmonary ventilation,MeSH,D012123,Pulmonary Ventilation
Exam,pulse wave analysis,MeSH,D063177,Pulse Wave Analysis
Exam,quantitative phase imaging,MeSH,D000097913,Quantitative Phase Imaging
Exam,radioallergosorbent test,MeSH,D011852,Radioallergosorbent Test
Exam,radiographic image enhancement,MeSH,D011856,Radiographic Image Enhancement
Exam,"radiographic image interpretation, computer-assisted",MeSH,D011857,"Radiographic Image Interpretation, Computer-Assisted"
Exam,radiographic magnification,MeSH,D011858,Radiographic Magnification
Exam,radiography,MeSH,D011859,Radiography
Exam,"radiography, abdominal",MeSH,D011860,"Radiography, Abdominal"
Exam,"radiography, bitewing",MeSH,D016300,"Radiography, Bitewing"
Exam,"radiography, dental",MeSH,D011861,"Radiography, Dental"
Exam,"radiography, dental, digital",MeSH,D019252,"Radiography, Dental, Digital"
Exam,"radiography, dual-energy scanned projection",MeSH,D015900,"Radiography, Dual-Energy Scanned Projection"
Exam,"radiography, interventional",MeSH,D015641,"Radiography, Interventional"
Exam,"radiography, panoramic",MeSH,D011862,"Radiography, Panoramic"
