entity_type,canonical_label,ontology,code,ontology_label
Diagnosis,"malformations of cortical development, group ii",MeSH,D054081,"Malformations of Cortical Development, Group II"
Diagnosis,"malformations of cortical development, group iii",MeSH,D065704,"Malformations of Cortical Development, Group III"
Diagnosis,mandibular fractures,MeSH,D008337,Mandibular Fractures
Diagnosis,mandibular injuries,MeSH,D008338,Mandibular Injuries
Diagnosis,manganese poisoning,MeSH,D020149,Manganese Poisoning
Diagnosis,mania,MeSH,D000087122,Mania
Diagnosis,maple syrup urine disease,MeSH,D008375,Maple Syrup Urine Disease
Diagnosis,marchiafava-bignami disease,MeSH,D054319,Marchiafava-Bignami Disease
Diagnosis,maxillary fractures,MeSH,D008440,Maxillary Fractures
Diagnosis,maxillofacial injuries,MeSH,D008446,Maxillofacial Injuries
Diagnosis,median neuropathy,MeSH,D020423,Median Neuropathy
Diagnosis,meige syndrome,MeSH,D008538,Meige Syndrome
Diagnosis,memory disorders,MeSH,D008569,Memory Disorders
Diagnosis,meningism,MeSH,D008580,Meningism
Diagnosis,meningitis,MeSH,D008581,Meningitis
Diagnosis,"meningitis, aseptic",MeSH,D008582,"Meningitis, Aseptic"
Diagnosis,meningocele,MeSH,D008588,Meningocele
Diagnosis,meningomyelocele,MeSH,D008591,Meningomyelocele
Diagnosis,menkes kinky hair syndrome,MeSH,D007706,Menkes Kinky Hair Syndrome
Diagnosis,"mercury poisoning, nervous system",MeSH,D020262,"Mercury Poisoning, Nervous System"
Diagnosis,mevalonate kinase deficiency,MeSH,D054078,Mevalonate Kinase Deficiency
Diagnosis,microscopic polyangiitis,MeSH,D055953,Microscopic Polyangiitis
Diagnosis,migraine disorders,MeSH,D008881,Migraine Disorders
Diagnosis,migraine with aura,MeSH,D020325,Migraine with Aura
Diagnosis,migraine without aura,MeSH,D020326,Migraine without Aura
Diagnosis,miller fisher syndrome,MeSH,D019846,Miller Fisher Syndrome
Diagnosis,miosis,MeSH,D015877,Miosis
Diagnosis,mixed dementias,MeSH,D000093902,Mixed Dementias
Diagnosis,mononeuropathies,MeSH,D020422,Mononeuropathies
Diagnosis,motor neuron disease,MeSH,D016472,Motor Neuron Disease
Diagnosis,movement disorders,MeSH,D009069,Movement Disorders
Diagnosis,moyamoya disease,MeSH,D009072,Moyamoya Disease
Diagnosis,mucopolysaccharidosis ii,MeSH,D016532,Mucopolysaccharidosis II
Diagnosis,multiple sclerosis,MeSH,D009103,Multiple Sclerosis
Diagnosis,"multiple sclerosis, chronic progressive",MeSH,D020528,"Multiple Sclerosis, Chronic Progressive"
Diagnosis,"multiple sclerosis, relapsing-remitting",MeSH,D020529,"Multiple Sclerosis, Relapsing-Remitting"
Diagnosis,multiple sulfatase deficiency disease,MeSH,D052517,Multiple Sulfatase Deficiency Disease
Diagnosis,multiple system atrophy,MeSH,D019578,Multiple System Atrophy
Diagnosis,muscle hypertonia,MeSH,D009122,Muscle Hypertonia
Diagnosis,muscle hypotonia,MeSH,D009123,Muscle Hypotonia
Diagnosis,muscular atrophy,MeSH,D009133,Muscular Atrophy
Diagnosis,"muscular atrophy, spinal",MeSH,D009134,"Muscular Atrophy, Spinal"
Diagnosis,mutism,MeSH,D009155,Mutism
Diagnosis,"myasthenia gravis, autoimmune, experimental",MeSH,D020720,"Myasthenia Gravis, Autoimmune, Experimental"
Diagnosis,"myasthenia gravis, neonatal",MeSH,D020941,"Myasthenia Gravis, Neonatal"
Diagnosis,"myasthenic syndromes, congenital",MeSH,D020294,"Myasthenic Syndromes, Congenital"
Diagnosis,myelin oligodendrocyte glycoprotein antibody-associated disease,MeSH,D000098542,Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease
Diagnosis,"myelinolysis, central pontine",MeSH,D017590,"Myelinolysis, Central Pontine"
Diagnosis,myoclonic cerebellar dyssynergia,MeSH,D002527,Myoclonic Cerebellar Dyssynergia
Diagnosis,"myoclonic epilepsies, progressive",MeSH,D020191,"Myoclonic Epilepsies, Progressive"
Diagnosis,"myoclonic epilepsy, juvenile",MeSH,D020190,"Myoclonic Epilepsy, Juvenile"
Diagnosis,myoclonus,MeSH,D009207,Myoclonus
Diagnosis,myokymia,MeSH,D020385,Myokymia
Diagnosis,myotonia,MeSH,D009222,Myotonia
Diagnosis,narcolepsy,MeSH,D009290,Narcolepsy
Diagnosis,neonatal brachial plexus palsy,MeSH,D000076984,Neonatal Brachial Plexus Palsy
Diagnosis,nerve compression syndromes,MeSH,D009408,Nerve Compression Syndromes
Diagnosis,"nervous system autoimmune disease, experimental",MeSH,D020721,"Nervous System Autoimmune Disease, Experimental"
Diagnosis,nervous system diseases,MeSH,D009422,Nervous System Diseases
Diagnosis,nervous system malformations,MeSH,D009421,Nervous System Malformations
Diagnosis,neural tube defects,MeSH,D009436,Neural Tube Defects
Diagnosis,neuralgia,MeSH,D009437,Neuralgia
Diagnosis,"neuralgia, postherpetic",MeSH,D051474,"Neuralgia, Postherpetic"
Diagnosis,neuritis,MeSH,D009443,Neuritis
Diagnosis,"neuritis, autoimmune, experimental",MeSH,D009444,"Neuritis, Autoimmune, Experimental"
Diagnosis,neuroacanthocytosis,MeSH,D054546,Neuroacanthocytosis
Diagnosis,neuroaxonal dystrophies,MeSH,D019150,Neuroaxonal Dystrophies
Diagnosis,neurobehavioral manifestations,MeSH,D019954,Neurobehavioral Manifestations
Diagnosis,neurocutaneous syndromes,MeSH,D020752,Neurocutaneous Syndromes
Diagnosis,neurodegenerative diseases,MeSH,D019636,Neurodegenerative Diseases
Diagnosis,neurogenic inflammation,MeSH,D020078,Neurogenic Inflammation
Diagnosis,neuroinflammatory diseases,MeSH,D000090862,Neuroinflammatory Diseases
Diagnosis,neuroleptic malignant syndrome,MeSH,D009459,Neuroleptic Malignant Syndrome
Diagnosis,neurologic manifestations,MeSH,D009461,Neurologic Manifestations
Diagnosis,neurolymphomatosis,MeSH,D000077162,Neurolymphomatosis
Diagnosis,neuromuscular diseases,MeSH,D009468,Neuromuscular Diseases
Diagnosis,neuromuscular junction diseases,MeSH,D020511,Neuromuscular Junction Diseases
Diagnosis,neuromuscular manifestations,MeSH,D020879,Neuromuscular Manifestations
Diagnosis,neuromyelitis optica,MeSH,D009471,Neuromyelitis Optica
Diagnosis,neuronal ceroid-lipofuscinoses,MeSH,D009472,Neuronal Ceroid-Lipofuscinoses
Diagnosis,neurotoxicity syndromes,MeSH,D020258,Neurotoxicity Syndromes
Diagnosis,"niemann-pick disease, type a",MeSH,D052536,"Niemann-Pick Disease, Type A"
Diagnosis,"niemann-pick disease, type b",MeSH,D052537,"Niemann-Pick Disease, Type B"
Diagnosis,"niemann-pick disease, type c",MeSH,D052556,"Niemann-Pick Disease, Type C"
Diagnosis,niemann-pick diseases,MeSH,D009542,Niemann-Pick Diseases
Diagnosis,night terrors,MeSH,D020184,Night Terrors
Diagnosis,nocturnal myoclonus syndrome,MeSH,D020189,Nocturnal Myoclonus Syndrome
Diagnosis,nocturnal paroxysmal dystonia,MeSH,D020183,Nocturnal Paroxysmal Dystonia
Diagnosis,nodding syndrome,MeSH,D064128,Nodding Syndrome
Diagnosis,"nystagmus, congenital",MeSH,D020417,"Nystagmus, Congenital"
Diagnosis,"nystagmus, pathologic",MeSH,D009759,"Nystagmus, Pathologic"
Diagnosis,obesity hypoventilation syndrome,MeSH,D010845,Obesity Hypoventilation Syndrome
Diagnosis,ocular motility disorders,MeSH,D015835,Ocular Motility Disorders
Diagnosis,oculocerebrorenal syndrome,MeSH,D009800,Oculocerebrorenal Syndrome
Diagnosis,oculomotor nerve diseases,MeSH,D015840,Oculomotor Nerve Diseases
Diagnosis,oculomotor nerve injuries,MeSH,D061220,Oculomotor Nerve Injuries
Diagnosis,olfaction disorders,MeSH,D000857,Olfaction Disorders
Diagnosis,olfactory nerve diseases,MeSH,D020431,Olfactory Nerve Diseases
Diagnosis,olfactory nerve injuries,MeSH,D061219,Olfactory Nerve Injuries
Diagnosis,olivary degeneration,MeSH,D000095747,Olivary Degeneration
Diagnosis,olivopontocerebellar atrophies,MeSH,D009849,Olivopontocerebellar Atrophies
Diagnosis,ophthalmoplegia,MeSH,D009886,Ophthalmoplegia
Diagnosis,ophthalmoplegic migraine,MeSH,D060486,Ophthalmoplegic Migraine
Diagnosis,"optic atrophies, hereditary",MeSH,D015418,"Optic Atrophies, Hereditary"
Diagnosis,optic atrophy,MeSH,D009896,Optic Atrophy
Diagnosis,"optic atrophy, autosomal dominant",MeSH,D029241,"Optic Atrophy, Autosomal Dominant"
Diagnosis,"optic atrophy, hereditary, leber",MeSH,D029242,"Optic Atrophy, Hereditary, Leber"
Diagnosis,optic disk drusen,MeSH,D015594,Optic Disk Drusen
Diagnosis,optic nerve diseases,MeSH,D009901,Optic Nerve Diseases
Diagnosis,optic nerve hypoplasia,MeSH,D000080344,Optic Nerve Hypoplasia
Diagnosis,optic nerve injuries,MeSH,D020221,Optic Nerve Injuries
Diagnosis,optic neuritis,MeSH,D009902,Optic Neuritis
Diagnosis,"optic neuropathy, ischemic",MeSH,D018917,"Optic Neuropathy, Ischemic"
Diagnosis,orbital fractures,MeSH,D009917,Orbital Fractures
Diagnosis,ornithine carbamoyltransferase deficiency disease,MeSH,D020163,Ornithine Carbamoyltransferase Deficiency Disease
Diagnosis,orthostatic intolerance,MeSH,D054971,Orthostatic Intolerance
Diagnosis,poems syndrome,MeSH,D016878,POEMS Syndrome
Diagnosis,"pain insensitivity, congenital",MeSH,D000699,"Pain Insensitivity, Congenital"
Diagnosis,pantothenate kinase-associated neurodegeneration,MeSH,D006211,Pantothenate Kinase-Associated Neurodegeneration
Diagnosis,papilledema,MeSH,D010211,Papilledema
Diagnosis,paralysis,MeSH,D010243,Paralysis
Diagnosis,paraparesis,MeSH,D020335,Paraparesis
Diagnosis,"paraparesis, spastic",MeSH,D020336,"Paraparesis, Spastic"
Diagnosis,paraplegia,MeSH,D010264,Paraplegia
Diagnosis,parasomnias,MeSH,D020447,Parasomnias
Diagnosis,paresis,MeSH,D010291,Paresis
Diagnosis,paresthesia,MeSH,D010292,Paresthesia
Diagnosis,parkinson disease,MeSH,D010300,Parkinson Disease
Diagnosis,"parkinson disease, postencephalitic",MeSH,D010301,"Parkinson Disease, Postencephalitic"
Diagnosis,"parkinson disease, secondary",MeSH,D010302,"Parkinson Disease, Secondary"
Diagnosis,parkinsonian disorders,MeSH,D020734,Parkinsonian Disorders
Diagnosis,paroxysmal hemicrania,MeSH,D051302,Paroxysmal Hemicrania
Diagnosis,pelizaeus-merzbacher disease,MeSH,D020371,Pelizaeus-Merzbacher Disease
Diagnosis,pentalogy of cantrell,MeSH,D058502,Pentalogy of Cantrell
Diagnosis,perceptual disorders,MeSH,D010468,Perceptual Disorders
Diagnosis,peripheral nerve injuries,MeSH,D059348,Peripheral Nerve Injuries
Diagnosis,peripheral nervous system diseases,MeSH,D010523,Peripheral Nervous System Diseases
Diagnosis,periventricular nodular heterotopia,MeSH,D054091,Periventricular Nodular Heterotopia
Diagnosis,peroneal neuropathies,MeSH,D020427,Peroneal Neuropathies
Diagnosis,persistent vegetative state,MeSH,D018458,Persistent Vegetative State
Diagnosis,phantom limb,MeSH,D010591,Phantom Limb
Diagnosis,"phenylketonuria, maternal",MeSH,D017042,"Phenylketonuria, Maternal"
Diagnosis,phenylketonurias,MeSH,D010661,Phenylketonurias
Diagnosis,photophobia,MeSH,D020795,Photophobia
Diagnosis,pick disease of the brain,MeSH,D020774,Pick Disease of the Brain
Diagnosis,piriformis muscle syndrome,MeSH,D055958,Piriformis Muscle Syndrome
Diagnosis,pituitary acth hypersecretion,MeSH,D047748,Pituitary ACTH Hypersecretion
Diagnosis,pituitary apoplexy,MeSH,D010899,Pituitary Apoplexy
Diagnosis,pituitary diseases,MeSH,D010900,Pituitary Diseases
Diagnosis,pneumocephalus,MeSH,D011007,Pneumocephalus
Diagnosis,pneumorrhachis,MeSH,D063205,Pneumorrhachis
Diagnosis,polymicrogyria,MeSH,D065706,Polymicrogyria
Diagnosis,polyneuropathies,MeSH,D011115,Polyneuropathies
Diagnosis,polyradiculoneuropathy,MeSH,D011129,Polyradiculoneuropathy
Diagnosis,"polyradiculoneuropathy, chronic inflammatory demyelinating",MeSH,D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
Diagnosis,polyradiculopathy,MeSH,D011128,Polyradiculopathy
Diagnosis,post-cardiac arrest syndrome,MeSH,D000080942,Post-Cardiac Arrest Syndrome
Diagnosis,post-concussion syndrome,MeSH,D038223,Post-Concussion Syndrome
Diagnosis,post-dural puncture headache,MeSH,D051299,Post-Dural Puncture Headache
Diagnosis,post-exercise hypotension,MeSH,D057774,Post-Exercise Hypotension
Diagnosis,post-traumatic headache,MeSH,D051298,Post-Traumatic Headache
Diagnosis,posterior leukoencephalopathy syndrome,MeSH,D054038,Posterior Leukoencephalopathy Syndrome
Diagnosis,postural orthostatic tachycardia syndrome,MeSH,D054972,Postural Orthostatic Tachycardia Syndrome
Diagnosis,prader-willi syndrome,MeSH,D011218,Prader-Willi Syndrome
Diagnosis,presbycusis,MeSH,D011304,Presbycusis
Diagnosis,primary dysautonomias,MeSH,D054969,Primary Dysautonomias
Diagnosis,primary progressive nonfluent aphasia,MeSH,D057178,Primary Progressive Nonfluent Aphasia
Diagnosis,prosopagnosia,MeSH,D020238,Prosopagnosia
Diagnosis,pseudobulbar affect,MeSH,D000099244,Pseudobulbar Affect
Diagnosis,pseudobulbar palsy,MeSH,D020828,Pseudobulbar Palsy
Diagnosis,pseudotumor cerebri,MeSH,D011559,Pseudotumor Cerebri
Diagnosis,psychogenic nonepileptic seizures,MeSH,D000091323,Psychogenic Nonepileptic Seizures
Diagnosis,psychomotor agitation,MeSH,D011595,Psychomotor Agitation
Diagnosis,psychomotor disorders,MeSH,D011596,Psychomotor Disorders
Diagnosis,pudendal neuralgia,MeSH,D060545,Pudendal Neuralgia
Diagnosis,pupil disorders,MeSH,D011681,Pupil Disorders
Diagnosis,pure autonomic failure,MeSH,D054970,Pure Autonomic Failure
Diagnosis,putaminal hemorrhage,MeSH,D020146,Putaminal Hemorrhage
Diagnosis,pyruvate carboxylase deficiency disease,MeSH,D015324,Pyruvate Carboxylase Deficiency Disease
Diagnosis,pyruvate dehydrogenase complex deficiency disease,MeSH,D015325,Pyruvate Dehydrogenase Complex Deficiency Disease
Diagnosis,quadriplegia,MeSH,D011782,Quadriplegia
Diagnosis,rem sleep behavior disorder,MeSH,D020187,REM Sleep Behavior Disorder
Diagnosis,rem sleep parasomnias,MeSH,D020923,REM Sleep Parasomnias
Diagnosis,radial neuropathy,MeSH,D020425,Radial Neuropathy
Diagnosis,radiculopathy,MeSH,D011843,Radiculopathy
Diagnosis,recurrent laryngeal nerve injuries,MeSH,D061226,Recurrent Laryngeal Nerve Injuries
Diagnosis,reflex sympathetic dystrophy,MeSH,D012019,Reflex Sympathetic Dystrophy
Diagnosis,"reflex, abnormal",MeSH,D012021,"Reflex, Abnormal"
Diagnosis,refsum disease,MeSH,D012035,Refsum Disease
Diagnosis,"refsum disease, infantile",MeSH,D052919,"Refsum Disease, Infantile"
Diagnosis,respiratory paralysis,MeSH,D012133,Respiratory Paralysis
Diagnosis,restless legs syndrome,MeSH,D012148,Restless Legs Syndrome
Diagnosis,rett syndrome,MeSH,D015518,Rett Syndrome
Diagnosis,sunct syndrome,MeSH,D050798,SUNCT Syndrome
Diagnosis,sagittal sinus thrombosis,MeSH,D020225,Sagittal Sinus Thrombosis
Diagnosis,sandhoff disease,MeSH,D012497,Sandhoff Disease
Diagnosis,sarcopenia,MeSH,D055948,Sarcopenia
Diagnosis,schizencephaly,MeSH,D065707,Schizencephaly
Diagnosis,sciatic neuropathy,MeSH,D020426,Sciatic Neuropathy
Diagnosis,sciatica,MeSH,D012585,Sciatica
Diagnosis,scotoma,MeSH,D012607,Scotoma
Diagnosis,sea-blue histiocyte syndrome,MeSH,D012618,Sea-Blue Histiocyte Syndrome
Diagnosis,seizures,MeSH,D012640,Seizures
Diagnosis,"seizures, febrile",MeSH,D003294,"Seizures, Febrile"
Diagnosis,sensation disorders,MeSH,D012678,Sensation Disorders
Diagnosis,sepsis-associated encephalopathy,MeSH,D065166,Sepsis-Associated Encephalopathy
Diagnosis,septo-optic dysplasia,MeSH,D025962,Septo-Optic Dysplasia
Diagnosis,shaken baby syndrome,MeSH,D038642,Shaken Baby Syndrome
Diagnosis,shy-drager syndrome,MeSH,D012791,Shy-Drager Syndrome
Diagnosis,sialic acid storage disease,MeSH,D029461,Sialic Acid Storage Disease
Diagnosis,sinus pericranii,MeSH,D020779,Sinus Pericranii
Diagnosis,"sinus thrombosis, intracranial",MeSH,D012851,"Sinus Thrombosis, Intracranial"
Diagnosis,"skull fracture, basilar",MeSH,D020205,"Skull Fracture, Basilar"
Diagnosis,"skull fracture, depressed",MeSH,D020204,"Skull Fracture, Depressed"
Diagnosis,skull fractures,MeSH,D012887,Skull Fractures
Diagnosis,sleep apnea syndromes,MeSH,D012891,Sleep Apnea Syndromes
Diagnosis,"sleep apnea, central",MeSH,D020182,"Sleep Apnea, Central"
Diagnosis,"sleep apnea, obstructive",MeSH,D020181,"Sleep Apnea, Obstructive"
Diagnosis,sleep arousal disorders,MeSH,D020921,Sleep Arousal Disorders
Diagnosis,sleep deprivation,MeSH,D012892,Sleep Deprivation
Diagnosis,"sleep disorders, circadian rhythm",MeSH,D020178,"Sleep Disorders, Circadian Rhythm"
Diagnosis,"sleep disorders, intrinsic",MeSH,D020919,"Sleep Disorders, Intrinsic"
Diagnosis,sleep initiation and maintenance disorders,MeSH,D007319,Sleep Initiation and Maintenance Disorders
Diagnosis,sleep paralysis,MeSH,D020188,Sleep Paralysis
Diagnosis,sleep wake disorders,MeSH,D012893,Sleep Wake Disorders
Diagnosis,sleep-wake transition disorders,MeSH,D020922,Sleep-Wake Transition Disorders
Diagnosis,small fiber neuropathy,MeSH,D000071075,Small Fiber Neuropathy
Diagnosis,smith-magenis syndrome,MeSH,D058496,Smith-Magenis Syndrome
Diagnosis,sneddon syndrome,MeSH,D018860,Sneddon Syndrome
Diagnosis,somatosensory disorders,MeSH,D020886,Somatosensory Disorders
Diagnosis,somnambulism,MeSH,D013009,Somnambulism
Diagnosis,spasm,MeSH,D013035,Spasm
Diagnosis,"spasms, infantile",MeSH,D013036,"Spasms, Infantile"
Diagnosis,"spastic paraplegia, hereditary",MeSH,D015419,"Spastic Paraplegia, Hereditary"
Diagnosis,specific language disorder,MeSH,D000080888,Specific Language Disorder
Diagnosis,specific learning disorder,MeSH,D000067559,Specific Learning Disorder
Diagnosis,speech disorders,MeSH,D013064,Speech Disorders
Diagnosis,sphingolipidoses,MeSH,D013106,Sphingolipidoses
Diagnosis,spina bifida cystica,MeSH,D016137,Spina Bifida Cystica
Diagnosis,spina bifida occulta,MeSH,D016136,Spina Bifida Occulta
Diagnosis,spinal cord compression,MeSH,D013117,Spinal Cord Compression
Diagnosis,spinal cord diseases,MeSH,D013118,Spinal Cord Diseases
Diagnosis,spinal cord injuries,MeSH,D013119,Spinal Cord Injuries
Diagnosis,spinal cord ischemia,MeSH,D020760,Spinal Cord Ischemia
Diagnosis,spinal cord vascular diseases,MeSH,D020758,Spinal Cord Vascular Diseases
Diagnosis,spinal dysraphism,MeSH,D016135,Spinal Dysraphism
Diagnosis,spinal muscular atrophies of childhood,MeSH,D014897,Spinal Muscular Atrophies of Childhood
Diagnosis,spinocerebellar ataxias,MeSH,D020754,Spinocerebellar Ataxias
Diagnosis,spinocerebellar degenerations,MeSH,D013132,Spinocerebellar Degenerations
Diagnosis,status epilepticus,MeSH,D013226,Status Epilepticus
Diagnosis,stiff-person syndrome,MeSH,D016750,Stiff-Person Syndrome
Diagnosis,strabismus,MeSH,D013285,Strabismus
Diagnosis,striatonigral degeneration,MeSH,D020955,Striatonigral Degeneration
Diagnosis,stroke,MeSH,D020521,Stroke
Diagnosis,"stroke, lacunar",MeSH,D059409,"Stroke, Lacunar"
Diagnosis,stupor,MeSH,D053608,Stupor
Diagnosis,stuttering,MeSH,D013342,Stuttering
Diagnosis,subacute combined degeneration,MeSH,D052879,Subacute Combined Degeneration
Diagnosis,subarachnoid hemorrhage,MeSH,D013345,Subarachnoid Hemorrhage
Diagnosis,"subarachnoid hemorrhage, traumatic",MeSH,D020206,"Subarachnoid Hemorrhage, Traumatic"
Diagnosis,subclavian steal syndrome,MeSH,D013349,Subclavian Steal Syndrome
Diagnosis,sudden unexpected death in epilepsy,MeSH,D000080485,Sudden Unexpected Death in Epilepsy
Diagnosis,sulfatidosis,MeSH,D052516,Sulfatidosis
Diagnosis,"supranuclear palsy, progressive",MeSH,D013494,"Supranuclear Palsy, Progressive"
Diagnosis,susac syndrome,MeSH,D055955,Susac Syndrome
Diagnosis,"sweating, gustatory",MeSH,D013547,"Sweating, Gustatory"
Diagnosis,syncope,MeSH,D013575,Syncope
Diagnosis,"syncope, vasovagal",MeSH,D019462,"Syncope, Vasovagal"
Diagnosis,synesthesia,MeSH,D000080311,Synesthesia
Diagnosis,synkinesis,MeSH,D046608,Synkinesis
Diagnosis,synucleinopathies,MeSH,D000080874,Synucleinopathies
Diagnosis,syringomyelia,MeSH,D013595,Syringomyelia
Diagnosis,tdp-43 proteinopathies,MeSH,D057177,TDP-43 Proteinopathies
Diagnosis,tangier disease,MeSH,D013631,Tangier Disease
Diagnosis,tardive dyskinesia,MeSH,D000071057,Tardive Dyskinesia
Diagnosis,tarsal tunnel syndrome,MeSH,D013641,Tarsal Tunnel Syndrome
Diagnosis,taste disorders,MeSH,D013651,Taste Disorders
Diagnosis,tauopathies,MeSH,D024801,Tauopathies
Diagnosis,tay-sachs disease,MeSH,D013661,Tay-Sachs Disease
Diagnosis,"tay-sachs disease, ab variant",MeSH,D049290,"Tay-Sachs Disease, AB Variant"
Diagnosis,tension-type headache,MeSH,D018781,Tension-Type Headache
Diagnosis,tetany,MeSH,D013746,Tetany
Diagnosis,thalamic diseases,MeSH,D013786,Thalamic Diseases
Diagnosis,thoracic outlet syndrome,MeSH,D013901,Thoracic Outlet Syndrome
Diagnosis,thrombotic stroke,MeSH,D000083244,Thrombotic Stroke
Diagnosis,tibial neuropathy,MeSH,D020429,Tibial Neuropathy
Diagnosis,tic disorders,MeSH,D013981,Tic Disorders
Diagnosis,tics,MeSH,D020323,Tics
Diagnosis,tinnitus,MeSH,D014012,Tinnitus
Diagnosis,tolosa-hunt syndrome,MeSH,D020333,Tolosa-Hunt Syndrome
Diagnosis,tonic pupil,MeSH,D015845,Tonic Pupil
Diagnosis,tourette syndrome,MeSH,D005879,Tourette Syndrome
Diagnosis,toxic optic neuropathy,MeSH,D000081028,Toxic Optic Neuropathy
Diagnosis,"trauma, nervous system",MeSH,D020196,"Trauma, Nervous System"
Diagnosis,tremor,MeSH,D014202,Tremor
Diagnosis,trigeminal autonomic cephalalgias,MeSH,D051303,Trigeminal Autonomic Cephalalgias
Diagnosis,trismus,MeSH,D014313,Trismus
Diagnosis,trisomy 13 syndrome,MeSH,D000073839,Trisomy 13 Syndrome
Diagnosis,trochlear nerve diseases,MeSH,D020432,Trochlear Nerve Diseases
Diagnosis,trochlear nerve injuries,MeSH,D061247,Trochlear Nerve Injuries
Diagnosis,tyrosinemias,MeSH,D020176,Tyrosinemias
Diagnosis,ulnar nerve compression syndromes,MeSH,D017769,Ulnar Nerve Compression Syndromes
Diagnosis,ulnar neuropathies,MeSH,D020424,Ulnar Neuropathies
Diagnosis,unconsciousness,MeSH,D014474,Unconsciousness
Diagnosis,unverricht-lundborg syndrome,MeSH,D020194,Unverricht-Lundborg Syndrome
Diagnosis,"urea cycle disorders, inborn",MeSH,D056806,"Urea Cycle Disorders, Inborn"
Diagnosis,"urinary bladder, neurogenic",MeSH,D001750,"Urinary Bladder, Neurogenic"
Diagnosis,usher syndromes,MeSH,D052245,Usher Syndromes
Diagnosis,uveomeningoencephalitic syndrome,MeSH,D014607,Uveomeningoencephalitic Syndrome
Diagnosis,vagus nerve diseases,MeSH,D020421,Vagus Nerve Diseases
Diagnosis,vagus nerve injuries,MeSH,D061223,Vagus Nerve Injuries
Diagnosis,vascular depression,MeSH,D000088323,Vascular Depression
Diagnosis,vascular headaches,MeSH,D014653,Vascular Headaches
Diagnosis,"vasculitis, central nervous system",MeSH,D020293,"Vasculitis, Central Nervous System"
Diagnosis,"vasospasm, intracranial",MeSH,D020301,"Vasospasm, Intracranial"
Diagnosis,vein of galen malformations,MeSH,D054080,Vein of Galen Malformations
Diagnosis,vertebral artery dissection,MeSH,D020217,Vertebral Artery Dissection
Diagnosis,vertebrobasilar insufficiency,MeSH,D014715,Vertebrobasilar Insufficiency
Diagnosis,vertigo,MeSH,D014717,Vertigo
Diagnosis,vestibular migraine,MeSH,D000099099,Vestibular Migraine
Diagnosis,vestibular neuronitis,MeSH,D020338,Vestibular Neuronitis
Diagnosis,vestibulocochlear nerve diseases,MeSH,D000160,Vestibulocochlear Nerve Diseases
Diagnosis,vestibulocochlear nerve injuries,MeSH,D061285,Vestibulocochlear Nerve Injuries
Diagnosis,vision disorders,MeSH,D014786,Vision Disorders
Diagnosis,"vision, low",MeSH,D015354,"Vision, Low"
Diagnosis,vocal cord paralysis,MeSH,D014826,Vocal Cord Paralysis
Diagnosis,voice disorders,MeSH,D014832,Voice Disorders
Diagnosis,walker-warburg syndrome,MeSH,D058494,Walker-Warburg Syndrome
Diagnosis,wernicke encephalopathy,MeSH,D014899,Wernicke Encephalopathy
Diagnosis,williams syndrome,MeSH,D018980,Williams Syndrome
Diagnosis,wolfram syndrome,MeSH,D014929,Wolfram Syndrome
Diagnosis,x-linked intellectual disability,MeSH,D038901,X-Linked Intellectual Disability
Diagnosis,zygomatic fractures,MeSH,D015051,Zygomatic Fractures
Diagnosis,von hippel-lindau disease,MeSH,D006623,von Hippel-Lindau Disease
Diagnosis,centrala nervsystemets sjukdomar,MeSH,D002493,Centrala nervsystemets sjukdomar
Diagnosis,choroby oun,MeSH,D002493,Choroby OUN
Diagnosis,doenças do sistema nervoso central,MeSH,D002493,Doenças do Sistema Nervoso Central
Diagnosis,enfermedades del sistema nervioso central,MeSH,D002493,Enfermedades del Sistema Nervioso Central
Diagnosis,keskushermoston sairaudet,MeSH,D002493,Keskushermoston sairaudet
Diagnosis,maladie du système nerveux central,MeSH,D002493,Maladie du système nerveux central
Diagnosis,malattie del sistema nervoso centrale,MeSH,D002493,Malattie del sistema nervoso centrale
Diagnosis,nemoci centrálního nervového systému,MeSH,D002493,nemoci centrálního nervového systému
Diagnosis,"središnji živčani sustav, bolesti",MeSH,D002493,"SREDIŠNJI ŽIVČANI SUSTAV, BOLESTI"
Diagnosis,sykdommer i sentralnervesystemet,MeSH,D002493,Sykdommer i sentralnervesystemet
Diagnosis,нервной системы центральной болезни,MeSH,D002493,НЕРВНОЙ СИСТЕМЫ ЦЕНТРАЛЬНОЙ БОЛЕЗНИ
Diagnosis,中枢神経系疾患,MeSH,D002493,中枢神経系疾患
Diagnosis,zentralnervensystemkrankheiten,MeSH,D002493,Zentralnervensystemkrankheiten
Diagnosis,"ziekte, centraalzenuwstelsel-",MeSH,D002493,"Ziekte, centraalzenuwstelsel-"
Diagnosis,albinism,MeSH,D000417,Albinism
Diagnosis,"albinism, ocular",MeSH,D016117,"Albinism, Ocular"
Diagnosis,"albinism, oculocutaneous",MeSH,D016115,"Albinism, Oculocutaneous"
Diagnosis,angioid streaks,MeSH,D000793,Angioid Streaks
Diagnosis,aniridia,MeSH,D015783,Aniridia
Diagnosis,aniseikonia,MeSH,D000839,Aniseikonia
Diagnosis,anisometropia,MeSH,D015858,Anisometropia
Diagnosis,anophthalmos,MeSH,D000853,Anophthalmos
